ZIP_Code	CITY	STATE_ABBREV	PRODUCT
44255	OH-AURORA	OH	
44264	OH-HUDSON	OH	
44286	OH-RICHFIELD	OH	
44333	OH-RICHFIELD	OH	
45308	OH-COVINGTON	OH	
45317	OH-SAINT PARIS	OH	
45318	OH-COVINGTON	OH	
45356	OH-COVINGTON	OH	
45812	OH-KENTON	OH	
45813	OH-PAULDING	OH	
45821	OH-PAULDING	OH	
45836	OH-KENTON	OH	
45843	OH-KENTON	OH	
45851	OH-PAULDING	OH	
45855	OH-PAULDING	OH	
45873	OH-PAULDING	OH	
45879	OH-PAULDING	OH	
43071	OH-SAINT LOUISVILLE	OH	
43739	OH-GRATIOT	OH	
44010	OH-AUSTINBURG	OH	
45359	OH-PLEASANT HILL	OH	
43080	OH-SAINT LOUISVILLE	OH	
43522	OH-NEAPOLIS	OH	
43532	OH-NEAPOLIS	OH	
43547	OH-NEAPOLIS	OH	
43558	OH-NEAPOLIS	OH	
43571	OH-NEAPOLIS	OH	
43701	OH-GRATIOT	OH	
43713	OH-FAIRVIEW	OH	
43721	OH-GRATIOT	OH	
43724	OH-CUMBERLAND	OH	
43725	OH-CUMBERLAND	OH	
43727	OH-CUMBERLAND	OH	
43732	OH-CUMBERLAND	OH	
43740	OH-GRATIOT	OH	
43746	OH-GRATIOT	OH	
43749	OH-OLD WASHINGTON	OH	
43755	OH-OLD WASHINGTON	OH	
43760	OH-GRATIOT	OH	
43762	OH-CUMBERLAND	OH	
43768	OH-OLD WASHINGTON	OH	
43822	OH-SAINT LOUISVILLE	OH	
43830	OH-HANOVER	OH	
43973	OH-OLD WASHINGTON	OH	
43983	OH-FAIRVIEW	OH	
44003	OH-DORSET	OH	
44021	OH-PARKMAN	OH	
44032	OH-DORSET	OH	
44041	OH-GENEVA	OH	
44047	OH-DORSET	OH	
44064	OH-MONTVILLE	OH	
44077	OH-PERRY	OH	
44080	OH-PARKMAN	OH	
44081	OH-PERRY	OH	
44086	OH-THOMPSON	OH	
44231	OH-PARKMAN	OH	
44233	OH-HINCKLEY	OH	
44234	OH-HIRAM	OH	
44470	OH-PARKMAN	OH	
44491	OH-PARKMAN	OH	
45337	OH-PLEASANT HILL	OH	
45339	OH-PLEASANT HILL	OH	
45714	OH-LITTLE HOCKING	OH	
45720	OH-CHESTER	OH	
45723	OH-COOLVILLE	OH	
45724	OH-LITTLE HOCKING	OH	
45735	OH-COOLVILLE	OH	
45739	OH-COOLVILLE	OH	
45742	OH-LITTLE HOCKING	OH	
45743	OH-CHESTER	OH	
45769	OH-CHESTER	OH	
45771	OH-CHESTER	OH	
45772	OH-COOLVILLE	OH	
45783	OH-COOLVILLE	OH	
45784	OH-LITTLE HOCKING	OH	
43778	OH-QUAKER CITY	OH	
43942	OH-POWHATAN POINT	OH	
43521	OH-CHESTERFIELD	OH	
43533	OH-CHESTERFIELD	OH	
43567	OH-CHESTERFIELD	OH	
43773	OH-QUAKER CITY	OH	
43780	OH-QUAKER CITY	OH	
43793	OH-QUAKER CITY	OH	
43906	OH-CENTERVILLE	OH	
43933	OH-CENTERVILLE	OH	
44046	OH-HUNTSBURG	OH	
44076	OH-ROCK CREEK	OH	
44082	OH-PIERPOINT	OH	
44084	OH-ROCK CREEK	OH	
44085	OH-ROCK CREEK	OH	
44099	OH-HUNTSBURG	OH	
44439	OH-MESOPOTAMIA	OH	
44450	OH-MESOPOTAMIA	OH	
13104	NY-MANLIUS	NY	
13108	NY-MARCELLUS	NY	
14548	NY-SHORTSVILLE	NY	
14720	NY-JAMESTOWN	NY	
14724	NY-CLYMER	NY	
13027	NY-PHOENIX	NY	
13029	NY-CENTRAL SQUARE	NY	
13031	NY-MARCELLUS	NY	
13036	NY-CENTRAL SQUARE	NY	
13041	NY-PHOENIX	NY	
13044	NY-CENTRAL SQUARE	NY	
13060	NY-MARCELLUS	NY	
13066	NY-MANLIUS	NY	
13076	NY-CENTRAL SQUARE	NY	
13078	NY-MANLIUS	NY	
13103	NY-CENTRAL SQUARE	NY	
13110	NY-MARCELLUS	NY	
13131	NY-CENTRAL SQUARE	NY	
13132	NY-CENTRAL SQUARE	NY	
13135	NY-PHOENIX	NY	
13152	NY-MARCELLUS	NY	
13167	NY-CENTRAL SQUARE	NY	
13215	NY-MARCELLUS	NY	
13313	NY-WEST WINFIELD	NY	
13315	NY-WEST WINFIELD	NY	
13318	NY-WEST WINFIELD	NY	
13322	NY-WEST WINFIELD	NY	
13340	NY-WEST WINFIELD	NY	
13439	NY-WEST WINFIELD	NY	
13480	NY-WEST WINFIELD	NY	
13491	NY-WEST WINFIELD	NY	
14424	NY-SHORTSVILLE	NY	
14425	NY-SHORTSVILLE	NY	
14432	NY-SHORTSVILLE	NY	
14504	NY-SHORTSVILLE	NY	
14522	NY-SHORTSVILLE	NY	
14701	NY-JAMESTOWN	NY	
14710	NY-LAKEWOOD	NY	
14733	NY-JAMESTOWN	NY	
14738	NY-FREWSBURG	NY	
14742	NY-JAMESTOWN	NY	
14750	NY-LAKEWOOD	NY	
14767	NY-PANAMA	NY	
13069	NY-FULTON	NY	
13074	NY-FULTON	NY	
14722	NY-CHAUTAUQUA	NY	
13032	NY-CAZENOVIA	NY	
13035	NY-CAZENOVIA	NY	
13037	NY-CAZENOVIA	NY	
13061	NY-CAZENOVIA	NY	
13126	NY-FULTON	NY	
13408	NY-MUNNSVILLE	NY	
13409	NY-MUNNSVILLE	NY	
13421	NY-MUNNSVILLE	NY	
14712	NY-BEMUS POINT	NY	
14718	NY-SINCLAIRVILLE	NY	
14719	NY-RANDOLPH	NY	
14723	NY-ELLINGTON	NY	
14726	NY-ELLINGTON	NY	
14728	NY-BEMUS POINT	NY	
14732	NY-ELLINGTON	NY	
14740	NY-GERRY	NY	
14747	NY-KENNEDY	NY	
14755	NY-RANDOLPH	NY	
14757	NY-STEDMAN	NY	
14772	NY-RANDOLPH	NY	
14781	NY-STEDMAN	NY	
14782	NY-SINCLAIRVILLE	NY	
14783	NY-STEAMBURG	NY	
14784	NY-SINCLAIRVILLE	NY	
14785	NY-STEDMAN	NY	
88240	NM-HOBBS	NM	
88242	NM-HOBBS	NM	
88265	NM-HOBBS	NM	
87901	NM-TRUTH OR CONSEQUENCES	NM	
87506	NM-ESPANOLA	NM	
87532	NM-ESPANOLA	NM	
87533	NM-ESPANOLA	NM	
87537	NM-ESPANOLA	NM	
87567	NM-ESPANOLA	NM	
87931	NM-TRUTH OR CONSEQUENCES	NM	
87939	NM-TRUTH OR CONSEQUENCES	NM	
87942	NM-TRUTH OR CONSEQUENCES	NM	
87943	NM-TRUTH OR CONSEQUENCES	NM	
88260	NM-LOVINGTON	NM	
87531	NM-VELARDE	NM	
87012	NM-GALLINA	NM	
87013	NM-CUBA	NM	
87017	NM-GALLINA	NM	
87018	NM-CUBA	NM	
87024	NM-SAN YSIDRO	NM	
87025	NM-JEMEZ SPRINGS	NM	
87027	NM-CUBA	NM	
87029	NM-LINDRITH	NM	
87044	NM-SAN YSIDRO	NM	
87046	NM-CUBA	NM	
87053	NM-SAN YSIDRO	NM	
87064	NM-GALLINA	NM	
87510	NM-ABIQUIU	NM	
87511	NM-VELARDE	NM	
87515	NM-CANJILON	NM	
87516	NM-GALLINA	NM	
87518	NM-CANJILON	NM	
87520	NM-CHAMA	NM	
87521	NM-TRUCHAS	NM	
87522	NM-CHIMAYO	NM	
87523	NM-CHIMAYO	NM	
87527	NM-DIXON	NM	
87528	NM-DULCE	NM	
87530	NM-EL RITO	NM	
87539	NM-OJO CALLIENTE	NM	
87548	NM-ABIQUIU	NM	
87549	NM-OJO CALLIENTE	NM	
87551	NM-TIERRA AMARILLA	NM	
87566	NM-VELARDE	NM	
87575	NM-TIERRA AMARILLA	NM	
87578	NM-TRUCHAS	NM	
87581	NM-VALLECITOS	NM	
87582	NM-VELARDE	NM	
88042	NM-HILLSBORO	NM	
88220	NM-CARLSBAD	NM	
88221	NM-CARLSBAD	NM	
88231	NM-EUNICE	NM	
88252	NM-JAL	NM	
88256	NM-LOVING	NM	
88312	NM-ALTO	NM	
88314	NM-MESCALERO	NM	
88316	NM-CAPITAN	NM	
88323	NM-CAPITAN	NM	
88324	NM-RUIDOSO DOWNS	NM	
88340	NM-RUIDOSO	NM	
88341	NM-CAPITAN	NM	
88345	NM-RUIDOSO	NM	
88346	NM-RUIDOSO DOWNS	NM	
88352	NM-MESCALERO	NM	
68001	NE-BRUNO	NE	
68065	NE-VALPARAISO	NE	
68309	NE-BARNESTON	NE	
68362	NE-HEBRON	NE	
68379	NE-JULIAN	NE	
68410	NE-NEBRASKA CITY	NE	
68440	NE-STEELE CITY	NE	
68583	NE-LINCOLN	NE	
68632	NE-DAVID CITY	NE	
68943	NE-HARDY	NE	
68954	NE-HASTINGS	NE	
68955	NE-JUNIATA	NE	
68974	NE-RUSKIN	NE	
66408	NE-DUBOIS	NE	
66538	NE-DUBOIS	NE	
66939	NE-HARDY	NE	
66970	NE-SUPERIOR	NE	
68003	NE-ASHLAND	NE	
68014	NE-BRUNO	NE	
68015	NE-CEDAR BLUFFS	NE	
68016	NE-LOUISVILLE	NE	
68017	NE-CERESCO	NE	
68018	NE-COLON	NE	
68025	NE-CEDAR BLUFFS	NE	
68033	NE-ITHACA	NE	
68036	NE-OCTAVIA	NE	
68037	NE-LOUISVILLE	NE	
68041	NE-MEAD	NE	
68042	NE-ASHLAND	NE	
68048	NE-PLATTSMOUTH	NE	
68050	NE-BRUNO	NE	
68058	NE-ASHLAND	NE	
68064	NE-YUTAN	NE	
68066	NE-WAHOO	NE	
68073	NE-YUTAN	NE	
68301	NE-ADAMS	NE	
68303	NE-ALEXANDRIA	NE	
68304	NE-EAGLE	NE	
68305	NE-AUBURN	NE	
68307	NE-AVOCA	NE	
68310	NE-BEATRICE	NE	
68313	NE-BEAVER CROSSING	NE	
68314	NE-SEWARD	NE	
68315	NE-HEBRON	NE	
68316	NE-BENEDICT	NE	
68317	NE-BENNET	NE	
68318	NE-WYMORE	NE	
68319	NE-BRADSHAW	NE	
68320	NE-BROCK	NE	
68321	NE-BROWNVILLE	NE	
68322	NE-BRUNING	NE	
68323	NE-BURCHARD	NE	
68324	NE-BURR	NE	
68326	NE-CARLETON	NE	
68328	NE-CLATONIA	NE	
68329	NE-COOK	NE	
68330	NE-CORDOVA	NE	
68331	NE-CORTLAND	NE	
68332	NE-CRAB ORCHARD	NE	
68333	NE-CRETE	NE	
68335	NE-DAVENPORT	NE	
68336	NE-DAVEY	NE	
68337	NE-DAWSON	NE	
68338	NE-DAYKIN	NE	
68339	NE-DENTON	NE	
68341	NE-DEWITT	NE	
68342	NE-STEELE CITY	NE	
68343	NE-DORCHESTER	NE	
68344	NE-DOUGLAS	NE	
68345	NE-DUBOIS	NE	
68346	NE-DUNBAR	NE	
68347	NE-EAGLE	NE	
68348	NE-ELK CREEK	NE	
68349	NE-ELMWOOD	NE	
68350	NE-FAIRBURY	NE	
68351	NE-EXETER	NE	
68352	NE-FAIRBURY	NE	
68354	NE-FAIRMONT	NE	
68357	NE-FILLEY	NE	
68358	NE-FIRTH	NE	
68359	NE-FRIEND	NE	
68360	NE-GARLAND	NE	
68361	NE-GENEVA	NE	
68364	NE-TAMORA	NE	
68365	NE-GRAFTON	NE	
68366	NE-GREENWOOD	NE	
68367	NE-GRESHAM	NE	
68368	NE-HALLAM	NE	
68370	NE-HEBRON	NE	
68371	NE-SUTTON	NE	
68372	NE-HICKMAN	NE	
68376	NE-HUMBOLDT	NE	
68377	NE-JANSEN	NE	
68378	NE-JOHNSON	NE	
68380	NE-BURCHARD	NE	
68381	NE-LIBERTY	NE	
68401	NE-MCCOOL JUNCTION	NE	
68402	NE-MALCOLM	NE	
68403	NE-LOUISVILLE	NE	
68404	NE-MARTELL	NE	
68405	NE-MILFORD	NE	
68406	NE-MILLIGAN	NE	
68407	NE-MURDOCK	NE	
68409	NE-MURRAY	NE	
68413	NE-NEHAWKA	NE	
68414	NE-NEMAHA	NE	
68416	NE-OHIOWA	NE	
68417	NE-OTOE	NE	
68418	NE-PALMYRA	NE	
68419	NE-PANAMA	NE	
68420	NE-PAWNEE CITY	NE	
68421	NE-PERU	NE	
68422	NE-PICKRELL	NE	
68423	NE-PLEASANT DALE	NE	
68424	NE-PLYMOUTH	NE	
68428	NE-RAYMOND	NE	
68430	NE-LINCOLN	NE	
68434	NE-SEWARD	NE	
68436	NE-SHICKLEY	NE	
68438	NE-MARTELL	NE	
68441	NE-STEINAUER	NE	
68443	NE-STERLING	NE	
68444	NE-GENEVA	NE	
68445	NE-SWANTON	NE	
68446	NE-SYRACUSE	NE	
68447	NE-TABLE ROCK	NE	
68448	NE-TALMAGE	NE	
68450	NE-TECUMSEH	NE	
68452	NE-ONG	NE	
68453	NE-TOBIAS	NE	
68454	NE-UNADILLA	NE	
68455	NE-UNION	NE	
68456	NE-UTICA	NE	
68458	NE-BEATRICE	NE	
68460	NE-WACO	NE	
68461	NE-LINCOLN	NE	
68462	NE-WAVERLY	NE	
68463	NE-WEEPING WATER	NE	
68464	NE-WESTERN	NE	
68465	NE-WILBUR	NE	
68466	NE-WYMORE	NE	
68467	NE-YORK	NE	
68502	NE-LINCOLN	NE	
68503	NE-LINCOLN	NE	
68504	NE-LINCOLN	NE	
68505	NE-LINCOLN	NE	
68506	NE-LINCOLN	NE	
68507	NE-LINCOLN	NE	
68508	NE-LINCOLN	NE	
68510	NE-LINCOLN	NE	
68512	NE-LINCOLN	NE	
68514	NE-LINCOLN	NE	
68516	NE-LINCOLN	NE	
68517	NE-LINCOLN	NE	
68520	NE-LINCOLN	NE	
68521	NE-LINCOLN	NE	
68522	NE-LINCOLN	NE	
68523	NE-LINCOLN	NE	
68524	NE-LINCOLN	NE	
68526	NE-LINCOLN	NE	
68527	NE-LINCOLN	NE	
68528	NE-LINCOLN	NE	
68531	NE-LINCOLN	NE	
68532	NE-LINCOLN	NE	
68588	NE-LINCOLN	NE	
68601	NE-SHELBY	NE	
68624	NE-BELLWOOD	NE	
68626	NE-BRAINARD	NE	
68635	NE-DWIGHT	NE	
68651	NE-OSCEOLA	NE	
68654	NE-POLK	NE	
68658	NE-RISING CITY	NE	
68662	NE-SHELBY	NE	
68663	NE-OSCEOLA	NE	
68666	NE-STROMSBURG	NE	
68667	NE-SURPRISE	NE	
68669	NE-SURPRISE	NE	
68818	NE-SUTTON	NE	
68832	NE-HANSON	NE	
68841	NE-HARVARD	NE	
68846	NE-POLK	NE	
68883	NE-HANSON	NE	
68901	NE-HASTINGS	NE	
68925	NE-HASTINGS	NE	
68930	NE-GLENNVILLE	NE	
68933	NE-CLAY CENTER	NE	
68934	NE-DEWEESE	NE	
68935	NE-EDGAR	NE	
68938	NE-FAIRFIELD	NE	
68941	NE-GLENNVILLE	NE	
68942	NE-GUIDE ROCK	NE	
68944	NE-HARVARD	NE	
68956	NE-KENESAW	NE	
68961	NE-NELSON	NE	
68964	NE-RUSKIN	NE	
68975	NE-SUTTON	NE	
68978	NE-SUPERIOR	NE	
68979	NE-SUTTON	NE	
68980	NE-HANSON	NE	
28081	NC-KANNAPOLIS	NC	
28083	NC-KANNAPOLIS	NC	
28025	NC-CONCORD	NC	
28027	NC-CONCORD	NC	
28127	NC-NEW LONDON	NC	
27010	NC-OLD TOWN	NC	
27012	NC-LEWISVILLE	NC	
27019	NC-RURAL HALL	NC	
27023	NC-LEWISVILLE	NC	
27040	NC-OLD TOWN	NC	
27045	NC-RURAL HALL	NC	
27104	NC-LEWISVILLE	NC	
27106	NC-OLD TOWN	NC	
27207	NC-SANFORD	NC	
27239	NC-DENTON	NC	
27252	NC-SANFORD	NC	
27262	NC-CHARLOTTE	NC	
27265	NC-CHARLOTTE	NC	
27281	NC-PINEBLUFF	NC	
27330	NC-SANFORD	NC	
27559	NC-SANFORD	NC	
27562	NC-SANFORD	NC	
28036	NC-CONCORD	NC	
28071	NC-GRANITE QUARRY	NC	
28103	NC-MARSHVILLE	NC	
28105	NC-MATTHEWS	NC	
28108	NC-WAXHAW	NC	
28109	NC-NEW LONDON	NC	
28112	NC-WAXHAW	NC	
28124	NC-MT PLEASANT	NC	
28128	NC-NORWOOD	NC	
28137	NC-NEW LONDON	NC	
28138	NC-GRANITE QUARRY	NC	
28144	NC-GRANITE QUARRY	NC	
28146	NC-GRANITE QUARRY	NC	
28173	NC-WAXHAW	NC	
28205	NC-MATTHEWS	NC	
28213	NC-CHARLOTTE	NC	
28217	NC-CHARLOTTE	NC	
28227	NC-MATTHEWS	NC	
28262	NC-CHARLOTTE	NC	
28269	NC-CHARLOTTE	NC	
28270	NC-MATTHEWS	NC	
28273	NC-CHARLOTTE	NC	
28277	NC-MATTHEWS	NC	
28278	NC-CHARLOTTE	NC	
28315	NC-ABERDEEN	NC	
28327	NC-SANFORD	NC	
28347	NC-PINEBLUFF	NC	
28363	NC-PINEBLUFF	NC	
28373	NC-PINEBLUFF	NC	
28376	NC-PINEBLUFF	NC	
28387	NC-ABERDEEN	NC	
28722	NC-COLUMBUS	NC	
28756	NC-COLUMBUS	NC	
28773	NC-COLUMBUS	NC	
27374	NC-WELCOME	NC	
28119	NC-MORVEN	NC	
27013	NC-MOORESVILLE	NC	
27021	NC-KING	NC	
27043	NC-KING	NC	
27050	NC-KING	NC	
27053	NC-KING	NC	
27105	NC-STANLEYVILLE	NC	
27292	NC-LEXINGTON	NC	
27295	NC-LEXINGTON	NC	
27299	NC-LEXINGTON	NC	
27332	NC-OLIVIA	NC	
27505	NC-BROADWAY	NC	
27546	NC-OLIVIA	NC	
28001	NC-ALBEMARLE	NC	
28002	NC-ALBEMARLE	NC	
28007	NC-ANSONVILLE	NC	
28009	NC-BADIN	NC	
28023	NC-CHINA GROVE-LANDIS	NC	
28031	NC-DAVIDSON	NC	
28075	NC-HARRISBURG	NC	
28078	NC-DAVIDSON	NC	
28079	NC-HEMBY BRIDGE	NC	
28088	NC-CHINA GROVE-LANDIS	NC	
28091	NC-LILESVILLE	NC	
28097	NC-OAKBORO	NC	
28104	NC-INDIAN TRAIL	NC	
28107	NC-HARRISBURG	NC	
28110	NC-MONROE	NC	
28115	NC-MOORESVILLE	NC	
28117	NC-MOORESVILLE	NC	
28125	NC-MOORESVILLE	NC	
28129	NC-OAKBORO	NC	
28133	NC-PEACHLND-POLKTON	NC	
28135	NC-PEACHLND-POLKTON	NC	
28139	NC-GREEN CREEK	NC	
28147	NC-CHINA GROVE-LANDIS	NC	
28163	NC-OAKBORO	NC	
28170	NC-WADESBORO	NC	
28174	NC-WINGATE	NC	
28326	NC-OLIVIA	NC	
28343	NC-LAUREL HILL	NC	
28345	NC-LAUREL HILL	NC	
28351	NC-LAUREL HILL	NC	
28352	NC-WAGRAM	NC	
28377	NC-WAGRAM	NC	
28396	NC-WAGRAM	NC	
28782	NC-TRYON	NC	
28904	NC-HAYESVILLE	NC	
27360	NC-THOMASVILLE	NC	
39042	MS-FLORENCE	MS	
39044	MS-FLORENCE	MS	
39073	MS-FLORENCE	MS	
39082	MS-FLORENCE	MS	
39148	MS-FLORENCE	MS	
39167	MS-FLORENCE	MS	
39421	MS-BASSFIELD	MS	
39427	MS-BASSFIELD	MS	
39482	MS-BASSFIELD	MS	
39119	MS-PRENTISS	MS	
39140	MS-PRENTISS	MS	
39149	MS-PRENTISS	MS	
39474	MS-PRENTISS	MS	
39656	MS-PRENTISS	MS	
39663	MS-PRENTISS	MS	
63333	MO-BELLFLOWER	MO	
63339	MO-VANDALIA	MO	
63345	MO-VANDALIA	MO	
63352	MO-MARTINSBURG	MO	
63361	MO-BELLFLOWER	MO	
63363	MO-BELLFLOWER	MO	
63382	MO-VANDALIA	MO	
63462	MO-VANDALIA	MO	
63636	MO-PIEDMONT	MO	
63952	MO-PIEDMONT	MO	
63957	MO-PIEDMONT	MO	
64728	MO-LIBERAL	MO	
64759	MO-LIBERAL	MO	
64762	MO-LIBERAL	MO	
64861	MO-WHEATON	MO	
64874	MO-WHEATON	MO	
65078	MO-STOVER	MO	
65084	MO-STOVER	MO	
65243	MO-MADISON	MO	
65263	MO-MADISON	MO	
65264	MO-MARTINSBURG	MO	
65270	MO-MADISON	MO	
65325	MO-STOVER	MO	
65338	MO-STOVER	MO	
65345	MO-STOVER	MO	
65452	MO-CROCKER	MO	
65459	MO-DIXON	MO	
65556	MO-CROCKER	MO	
65582	MO-DIXON	MO	
65583	MO-CROCKER	MO	
65584	MO-DIXON	MO	
65647	MO-WHEATON	MO	
63387	MO-EOLIA	MO	
64670	MO-PATTONSBURG	MO	
64689	MO-WINSTON	MO	
65756	MO-STOTTS CITY	MO	
65778	MO-MYRTLE	MO	
63334	MO-NEW HARTFORD	MO	
63336	MO-EOLIA	MO	
63343	MO-SILEX	MO	
63344	MO-EOLIA	MO	
63349	MO-OLNEY	MO	
63359	MO-MIDDLETOWN	MO	
63377	MO-SILEX	MO	
63379	MO-SILEX	MO	
63384	MO-MIDDLETOWN	MO	
63468	MO-HOLLIDAY	MO	
63556	MO-MILAN	MO	
63560	MO-MILAN	MO	
63901	MO-FAIRDEALING	MO	
63931	MO-DONIPHAN	MO	
63934	MO-GREENVILLE	MO	
63935	MO-DONIPHAN	MO	
63937	MO-WILLIAMSVILLE	MO	
63939	MO-FAIRDEALING	MO	
63942	MO-PONDER	MO	
63943	MO-GRANDIN	MO	
63944	MO-GREENVILLE	MO	
63945	MO-NEELYVILLE	MO	
63950	MO-GREENVILLE	MO	
63953	MO-NAYLOR	MO	
63954	MO-NEELYVILLE	MO	
63955	MO-OXLY	MO	
63956	MO-PATTERSON	MO	
63964	MO-GREENVILLE	MO	
63966	MO-WAPPAPELLO PARK	MO	
63967	MO-WILLIAMSVILLE	MO	
64402	MO-ALBANY	MO	
64420	MO-ALLENDALE	MO	
64441	MO-ALLENDALE	MO	
64456	MO-GRANT CITY	MO	
64459	MO-UNION STAR	MO	
64494	MO-UNION STAR	MO	
64497	MO-WINSTON	MO	
64499	MO-GRANT CITY	MO	
64620	MO-WINSTON	MO	
64628	MO-LACLEDE	MO	
64630	MO-MILAN	MO	
64636	MO-COFFEY	MO	
64640	MO-GALLATIN	MO	
64642	MO-COFFEY	MO	
64645	MO-MILAN	MO	
64647	MO-JAMESON	MO	
64648	MO-JAMESON	MO	
64649	MO-WINSTON	MO	
64651	MO-LACLEDE	MO	
64653	MO-LACLEDE	MO	
64657	MO-PATTONSBURG	MO	
64658	MO-MENDON	MO	
64660	MO-MENDON	MO	
64676	MO-ROTHVILLE	MO	
64681	MO-SUMNER	MO	
64756	MO-STOCKTON	MO	
64769	MO-MINDENMINES	MO	
64832	MO-MINDENMINES	MO	
64842	MO-FAIRVIEW	MO	
64844	MO-STARK CITY	MO	
64848	MO-STOTTS CITY	MO	
64850	MO-STARK CITY	MO	
64855	MO-MINDENMINES	MO	
64862	MO-STOTTS CITY	MO	
64866	MO-STARK CITY	MO	
64867	MO-STARK CITY	MO	
64873	MO-STOTTS CITY	MO	
65017	MO-IBERIA	MO	
65034	MO-FLORENCE	MO	
65058	MO-ST ELIZABETH	MO	
65075	MO-ST ELIZABETH	MO	
65082	MO-IBERIA	MO	
65236	MO-MENDON	MO	
65258	MO-HOLLIDAY	MO	
65261	MO-MENDON	MO	
65275	MO-HOLLIDAY	MO	
65286	MO-MENDON	MO	
65329	MO-FLORENCE	MO	
65486	MO-IBERIA	MO	
65601	MO-ALDRICH	MO	
65605	MO-VERONA	MO	
65606	MO-MYRTLE	MO	
65613	MO-BOLIVAR	MO	
65617	MO-MORRISVILLE	MO	
65622	MO-PLEASANT HOPE	MO	
65625	MO-PURDY	MO	
65635	MO-STOCKTON	MO	
65640	MO-FAIR PLAY	MO	
65648	MO-PLEASANT HOPE	MO	
65649	MO-FAIR PLAY	MO	
65650	MO-POLK	MO	
65663	MO-HALFWAY	MO	
65674	MO-STOCKTON	MO	
65690	MO-MYRTLE	MO	
65708	MO-PURDY	MO	
65710	MO-MORRISVILLE	MO	
65712	MO-VERONA	MO	
65723	MO-STOTTS CITY	MO	
65725	MO-PLEASANT HOPE	MO	
65727	MO-POLK	MO	
65734	MO-PURDY	MO	
65769	MO-VERONA	MO	
65770	MO-ALDRICH	MO	
65781	MO-MORRISVILLE	MO	
65785	MO-STOCKTON	MO	
65791	MO-MYRTLE	MO	
72422	MO-NEELYVILLE	MO	
72444	MO-DONIPHAN	MO	
72455	MO-MYRTLE	MO	
72459	MO-MYRTLE	MO	
55309	MN-BIG LAKE	MN	
55313	MN-MAPLE LAKE	MN	
55320	MN-SOUTHHAVEN	MN	
55330	MN-BIG LAKE	MN	
55358	MN-MAPLE LAKE	MN	
55382	MN-SOUTHHAVEN	MN	
56201	MN-WILLMAR	MN	
55008	MN-CAMBRIDGE	MN	
55056	MN-NORTH BRANCH	MN	
55070	MN-ZIMMERMAN	MN	
55302	MN-ANNANDALE	MN	
55308	MN-BECKER	MN	
55319	MN-GLENDORADO	MN	
55349	MN-WAVERLY	MN	
55363	MN-MONTROSE	MN	
55371	MN-PRINCETON	MN	
55377	MN-GLENDORADO	MN	
55390	MN-WAVERLY	MN	
55398	MN-ZIMMERMAN	MN	
56273	MN-PAYNESVILLE	MN	
56312	MN-PAYNESVILLE	MN	
56329	MN-GLENDORADO	MN	
56362	MN-PAYNESVILLE	MN	
56368	MN-PAYNESVILLE	MN	
56371	MN-PAYNESVILLE	MN	
40336	KY-IRVINE	KY	
40380	KY-IRVINE	KY	
40472	KY-IRVINE	KY	
40033	KY-LEBANON	KY	
40052	KY-LEBANON	KY	
40060	KY-LEBANON	KY	
40069	KY-LEBANON	KY	
40328	KY-LEBANON	KY	
40906	KY-BARBOURVILLE	KY	
42533	KY-SOMERSET	KY	
40313	KY-MOREHEAD	KY	
40324	KY-MIDWAY	KY	
40339	KY-NICHOLASVILLE	KY	
40347	KY-MIDWAY	KY	
40351	KY-MOREHEAD	KY	
40356	KY-NICHOLASVILLE	KY	
40361	KY-LEXINGTON	KY	
40383	KY-VERSAILLES	KY	
40385	KY-BEREA	KY	
40390	KY-WILMORE	KY	
40391	KY-LEXINGTON	KY	
40402	KY-MANCHESTER	KY	
40403	KY-BEREA	KY	
40475	KY-BEREA	KY	
40486	KY-MANCHESTER	KY	
40502	KY-LEXINGTON	KY	
40503	KY-LEXINGTON	KY	
40504	KY-LEXINGTON	KY	
40505	KY-LEXINGTON	KY	
40506	KY-LEXINGTON	KY	
40507	KY-LEXINGTON	KY	
40508	KY-LEXINGTON	KY	
40509	KY-LEXINGTON	KY	
40510	KY-LEXINGTON	KY	
40511	KY-LEXINGTON	KY	
40513	KY-LEXINGTON	KY	
40514	KY-LEXINGTON	KY	
40515	KY-LEXINGTON	KY	
40516	KY-LEXINGTON	KY	
40517	KY-LEXINGTON	KY	
40526	KY-LEXINGTON	KY	
40536	KY-LEXINGTON	KY	
40601	KY-VERSAILLES	KY	
40701	KY-BARBOURVILLE	KY	
40729	KY-EAST BERNSTADT	KY	
40734	KY-BARBOURVILLE	KY	
40737	KY-LONDON	KY	
40740	KY-LONDON	KY	
40741	KY-LONDON	KY	
40744	KY-LONDON	KY	
40759	KY-BARBOURVILLE	KY	
40763	KY-BARBOURVILLE	KY	
40771	KY-BARBOURVILLE	KY	
40874	KY-MANCHESTER	KY	
40903	KY-BARBOURVILLE	KY	
40913	KY-MANCHESTER	KY	
40914	KY-MANCHESTER	KY	
40915	KY-BARBOURVILLE	KY	
40921	KY-BARBOURVILLE	KY	
40923	KY-BARBOURVILLE	KY	
40943	KY-BARBOURVILLE	KY	
40946	KY-BARBOURVILLE	KY	
40949	KY-BARBOURVILLE	KY	
40953	KY-BARBOURVILLE	KY	
40962	KY-MANCHESTER	KY	
40979	KY-MANCHESTER	KY	
40983	KY-MANCHESTER	KY	
40995	KY-BARBOURVILLE	KY	
